Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalValue,Month,Year,CustomerType
489597,21808,"CHRISTMAS GARLAND STARS,TREES",1,2009-12-01 14:28:00,7.78,Guest,United Kingdom,7.78,12,2009,Guest
489597,21625,VINTAGE UNION JACK APRON,1,2009-12-01 14:28:00,14.74,Guest,United Kingdom,14.74,12,2009,Guest
489597,21529,RETRO SPOT CERAMIC TOASTRACK,3,2009-12-01 14:28:00,6.04,Guest,United Kingdom,18.12,12,2009,Guest
489597,21807,WHITE CHRISTMAS STAR DECORATION,4,2009-12-01 14:28:00,0.87,Guest,United Kingdom,3.48,12,2009,Guest
489597,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,1,2009-12-01 14:28:00,6.04,Guest,United Kingdom,6.04,12,2009,Guest
489597,82607C,GLASS BONBON JAR. SUPERFINES,1,2009-12-01 14:28:00,2.57,Guest,United Kingdom,2.57,12,2009,Guest
489598,21543,BUTTERFLY WATER TRANSFER TATTOOS ,12,2009-12-01 14:35:00,0.85,16620.0,United Kingdom,10.2,12,2009,Registered
489602,21558,SKULL LUNCHBOX WITH CUTLERY ,1,2009-12-01 14:45:00,5.17,Guest,United Kingdom,5.17,12,2009,Guest
489603,21258,VICTORIAN SEWING BOX LARGE,1,2009-12-01 14:46:00,26.04,Guest,United Kingdom,26.04,12,2009,Guest
489603,35400,WOODEN BOX ADVENT CALENDAR ,4,2009-12-01 14:46:00,17.35,Guest,United Kingdom,69.4,12,2009,Guest
489604,22208,WOOD STAMP SET THANK YOU,1,2009-12-01 14:47:00,3.43,Guest,United Kingdom,3.43,12,2009,Guest
489615,21531,RETRO SPOT SUGAR JAM BOWL,1,2009-12-01 14:56:00,5.17,Guest,United Kingdom,5.17,12,2009,Guest
489645,21524,SPOTTY  HOME SWEET HOME DOORMAT,2,2009-12-01 16:34:00,6.75,17191.0,United Kingdom,13.5,12,2009,Registered
489665,22350,CAT BOWL ,6,2009-12-01 18:07:00,2.55,14108.0,United Kingdom,15.299999999999999,12,2009,Registered
489668,21493, VINTAGE DESIGN GIFT TAGS,24,2009-12-01 19:19:00,0.85,16701.0,United Kingdom,20.4,12,2009,Registered
489675,21610,SET 12 PEAR BOTANICAL T-LIGHTS,48,2009-12-02 09:47:00,2.55,13777.0,United Kingdom,122.39999999999999,12,2009,Registered
489702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2009-12-02 10:52:00,2.55,17511.0,United Kingdom,163.2,12,2009,Registered
489723,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2009-12-02 10:58:00,3.45,14299.0,United Kingdom,82.80000000000001,12,2009,Registered
489748,20780,BLACK EAR MUFF HEADPHONES,36,2009-12-02 11:26:00,4.65,12980.0,United Kingdom,167.4,12,2009,Registered
489780,21245,GREEN  SPOTTY PLATE ,8,2009-12-02 11:43:00,1.69,13654.0,United Kingdom,13.52,12,2009,Registered
489792,79321,CHILLI LIGHTS,1,2009-12-02 12:06:00,4.95,14527.0,United Kingdom,4.95,12,2009,Registered
489796,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2009-12-02 12:15:00,2.1,15680.0,United Kingdom,12.600000000000001,12,2009,Registered
489805,21041,RED SPOTTY OVEN GLOVE DOUBLE,3,2009-12-02 12:39:00,2.95,17377.0,United Kingdom,8.850000000000001,12,2009,Registered
489810,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2009-12-02 12:47:00,6.75,18108.0,United Kingdom,13.5,12,2009,Registered
489814,21042,RED SPOTTY APRON ,1,2009-12-02 13:06:00,5.95,14669.0,United Kingdom,5.95,12,2009,Registered
489814,22072,TEA CUP AND SAUCER RETRO SPOT,1,2009-12-02 13:06:00,3.75,14669.0,United Kingdom,3.75,12,2009,Registered
489819,21591,COSY HOUR CIGAR BOX MATCHES ,48,2009-12-02 13:23:00,1.25,14739.0,United Kingdom,60.0,12,2009,Registered
489822,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,2,2009-12-02 13:26:00,2.55,14204.0,United Kingdom,5.1,12,2009,Registered
489833,47556,SET/2 SPOTTY + ROSE TEA TOWELS ,1,2009-12-02 14:09:00,2.55,14980.0,United Kingdom,2.55,12,2009,Registered
489855,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2009-12-02 14:34:00,2.55,16987.0,United Kingdom,5.1,12,2009,Registered
489856,20823,GOLD WINE GOBLET,1,2009-12-02 14:36:00,17.35,Guest,United Kingdom,17.35,12,2009,Guest
489857,85226C,BLUE PULL BACK RACING CAR,2,2009-12-02 14:43:00,1.7,Guest,United Kingdom,3.4,12,2009,Guest
489857,90124A,PINK MURANO TWIST NECKLACE,1,2009-12-02 14:43:00,10.42,Guest,United Kingdom,10.42,12,2009,Guest
489878,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2009-12-02 15:51:00,9.95,15989.0,United Kingdom,9.95,12,2009,Registered
489905,22120,WELCOME  WOODEN BLOCK LETTERS,9,2009-12-03 10:03:00,9.95,13800.0,United Kingdom,89.55,12,2009,Registered
489913,22283,6 EGG HOUSE PAINTED WOOD,2,2009-12-03 10:28:00,7.95,13931.0,United Kingdom,15.9,12,2009,Registered
489932,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2009-12-03 10:49:00,1.25,14347.0,United Kingdom,15.0,12,2009,Registered
490011,21770,OPEN CLOSED METAL SIGN,1,2009-12-03 12:27:00,4.95,16918.0,United Kingdom,4.95,12,2009,Registered
490012,21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,4,2009-12-03 12:27:00,14.75,15179.0,United Kingdom,59.0,12,2009,Registered
490017,84925C,FAIRY CAKES  WALL THERMOMETER,3,2009-12-03 12:31:00,2.55,14159.0,United Kingdom,7.6499999999999995,12,2009,Registered
490017,21034,REX CASH+CARRY JUMBO SHOPPER,2,2009-12-03 12:31:00,0.95,14159.0,United Kingdom,1.9,12,2009,Registered
490048,79321,CHILLI LIGHTS,24,2009-12-03 13:03:00,4.25,16779.0,United Kingdom,102.0,12,2009,Registered
490054,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-03 13:22:00,0.55,17017.0,United Kingdom,13.200000000000001,12,2009,Registered
490063,21992,VINTAGE PAISLEY STATIONERY SET,1,2009-12-03 13:49:00,2.95,17271.0,United Kingdom,2.95,12,2009,Registered
490074,21485,RED SPOT HEART HOT WATER BOTTLE,1,2009-12-03 14:39:00,11.26,Guest,United Kingdom,11.26,12,2009,Guest
490074,21490,SET OF THREE 50'S GIFT WRAPS ,2,2009-12-03 14:39:00,4.3,Guest,United Kingdom,8.6,12,2009,Guest
490074,82093,HEART SHAPE BUTTON FRAME ,2,2009-12-03 14:39:00,3.43,Guest,United Kingdom,6.86,12,2009,Guest
490074,21080,SET/20 RED SPOTTY PAPER NAPKINS ,2,2009-12-03 14:39:00,1.7,Guest,United Kingdom,3.4,12,2009,Guest
490074,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,1,2009-12-03 14:39:00,3.43,Guest,United Kingdom,3.43,12,2009,Guest
490074,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,3,2009-12-03 14:39:00,6.04,Guest,United Kingdom,18.12,12,2009,Guest
490074,22190,LOCAL CAFE MUG,4,2009-12-03 14:39:00,4.3,Guest,United Kingdom,17.2,12,2009,Guest
490081,84949,SILVER HANGING T-LIGHT HOLDER,12,2009-12-03 15:32:00,1.65,13786.0,United Kingdom,19.799999999999997,12,2009,Registered
490087,21493, VINTAGE DESIGN GIFT TAGS,12,2009-12-03 15:49:00,0.85,15601.0,United Kingdom,10.2,12,2009,Registered
490087,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2009-12-03 15:49:00,0.65,15601.0,United Kingdom,7.800000000000001,12,2009,Registered
490099,85090,CANDY SPOT APRON,3,2009-12-03 16:12:00,4.65,16736.0,United Kingdom,13.950000000000001,12,2009,Registered
490100,21172,PARTY METAL SIGN ,6,2009-12-03 16:21:00,1.45,13001.0,United Kingdom,8.7,12,2009,Registered
490113,10135,COLOURING PENCILS BROWN TUBE,2,2009-12-03 17:12:00,1.25,14710.0,United Kingdom,2.5,12,2009,Registered
490118,84680,CLASSICAL ROSE URN,2,2009-12-03 17:46:00,7.95,17851.0,United Kingdom,15.9,12,2009,Registered
490137,21181,PLEASE ONE PERSON  METAL SIGN,3,2009-12-03 19:22:00,2.1,14713.0,United Kingdom,6.300000000000001,12,2009,Registered
490142,84839,SWEETHEART KEY CABINET,10,2009-12-04 08:36:00,5.55,14258.0,United Kingdom,55.5,12,2009,Registered
490145,20685,RED SPOTTY COIR DOORMAT,6,2009-12-04 09:27:00,6.75,14564.0,Channel Islands,40.5,12,2009,Registered
490149,21739,COSY SLIPPER SHOES SMALL GREEN,1,2009-12-04 09:43:00,6.04,Guest,United Kingdom,6.04,12,2009,Guest
490157,51008,AFGHAN SLIPPER SOCK PAIR,40,2009-12-04 10:39:00,3.45,16736.0,United Kingdom,138.0,12,2009,Registered
490161,84510B,SET OF 4 FAIRY CAKES COASTERS ,10,2009-12-04 10:57:00,1.25,17160.0,United Kingdom,12.5,12,2009,Registered
490229,22047,EMPIRE GIFT WRAP,25,2009-12-04 12:20:00,0.42,18223.0,United Kingdom,10.5,12,2009,Registered
490279,21871,SAVE THE PLANET MUG,2,2009-12-04 12:37:00,1.25,16891.0,United Kingdom,2.5,12,2009,Registered
490292,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,4,2009-12-04 13:23:00,3.75,16723.0,United Kingdom,15.0,12,2009,Registered
490298,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2009-12-04 14:13:00,3.25,15382.0,United Kingdom,19.5,12,2009,Registered
490298,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2009-12-04 14:13:00,1.95,15382.0,United Kingdom,39.0,12,2009,Registered
490300,21723,ALPHABET HEARTS STICKER SHEET,2,2009-12-04 14:19:00,0.85,12970.0,United Kingdom,1.7,12,2009,Registered
490311,21031,SPACE CADET BLACK,10,2009-12-04 15:11:00,1.25,16451.0,United Kingdom,12.5,12,2009,Registered
490360,72751A,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",1,2009-12-04 16:52:00,5.95,13679.0,United Kingdom,5.95,12,2009,Registered
490363,84950,ASSORTED COLOUR T-LIGHT HOLDER,192,2009-12-05 10:11:00,0.72,13199.0,United Kingdom,138.24,12,2009,Registered
490365,79323W, WHITE CHERRY LIGHTS,24,2009-12-05 10:27:00,5.45,17018.0,United Kingdom,130.8,12,2009,Registered
490381,20943,SET/6 GINGERBREAD STAR T-LIGHTS,12,2009-12-05 13:29:00,1.25,15420.0,United Kingdom,15.0,12,2009,Registered
490382,85053,FRENCH ENAMEL CANDLEHOLDER,6,2009-12-05 13:32:00,2.1,12359.0,Cyprus,12.600000000000001,12,2009,Registered
490394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2009-12-05 16:01:00,2.55,17850.0,United Kingdom,122.39999999999999,12,2009,Registered
490396,21467,CHERRY CROCHET FOOD COVER,6,2009-12-06 10:26:00,3.75,13589.0,United Kingdom,22.5,12,2009,Registered
490396,20871,OPULENT VELVET SET/3 CANDLES,12,2009-12-06 10:26:00,2.1,13589.0,United Kingdom,25.200000000000003,12,2009,Registered
490401,21737,SET 3 WICKER LOG BASKETS,1,2009-12-06 10:51:00,19.95,17150.0,United Kingdom,19.95,12,2009,Registered
490461,22202,MILK PAN PINK RETROSPOT,2,2009-12-06 12:07:00,3.75,13736.0,United Kingdom,7.5,12,2009,Registered
490467,84948,SILVER HANGING T-LIGHT HOLDER DOME,12,2009-12-06 12:17:00,1.65,15059.0,United Kingdom,19.799999999999997,12,2009,Registered
490474,21239,PINK  SPOTTY CUP,8,2009-12-06 12:34:00,0.85,13373.0,United Kingdom,6.8,12,2009,Registered
490478,21592,RETRO SPOT  CIGAR BOX MATCHES ,2,2009-12-06 12:42:00,1.25,14896.0,United Kingdom,2.5,12,2009,Registered
490490,20977,36 PENCILS TUBE WOODLAND,2,2009-12-06 13:10:00,1.25,14546.0,United Kingdom,2.5,12,2009,Registered
490490,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2009-12-06 13:10:00,4.95,14546.0,United Kingdom,19.8,12,2009,Registered
490494,90150,BLUE SHELL+SILVER NECKLACE,2,2009-12-06 13:29:00,7.5,17561.0,United Kingdom,15.0,12,2009,Registered
490503,21873,IF YOU CAN'T STAND THE HEAT MUG,2,2009-12-06 14:00:00,1.25,14548.0,United Kingdom,2.5,12,2009,Registered
490503,22117,METAL SIGN HER DINNER IS SERVED ,3,2009-12-06 14:00:00,2.95,14548.0,United Kingdom,8.850000000000001,12,2009,Registered
490519,22117,METAL SIGN HER DINNER IS SERVED ,6,2009-12-06 15:15:00,2.95,13890.0,United Kingdom,17.700000000000003,12,2009,Registered
490526,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,6,2009-12-06 15:41:00,0.85,17858.0,United Kingdom,5.1,12,2009,Registered
490526,21341,KASBAH LANTERN WITH GLASS ,3,2009-12-06 15:41:00,4.65,17858.0,United Kingdom,13.950000000000001,12,2009,Registered
490534,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2009-12-06 16:17:00,1.25,17530.0,United Kingdom,6.25,12,2009,Registered
490534,85049C,ROMANTIC PINKS RIBBONS ,2,2009-12-06 16:17:00,1.25,17530.0,United Kingdom,2.5,12,2009,Registered
490539,20723,STRAWBERRY CHARLOTTE BAG,10,2009-12-07 09:18:00,0.85,12839.0,United Kingdom,8.5,12,2009,Registered
490548,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,2009-12-07 10:26:00,6.95,17850.0,United Kingdom,41.7,12,2009,Registered
490609,20976,12 PENCILS SMALL TUBE POSY,6,2009-12-07 11:39:00,0.65,14037.0,United Kingdom,3.9000000000000004,12,2009,Registered
490612,84406B,CREAM CUPID HEARTS COAT HANGER,8,2009-12-07 11:46:00,3.25,17508.0,Greece,26.0,12,2009,Registered
490613,21842,PINK HEART CANDY BUTTON CALCULATOR,5,2009-12-07 11:47:00,2.55,16768.0,United Kingdom,12.75,12,2009,Registered
490667,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2009-12-07 12:32:00,5.95,13234.0,United Kingdom,11.9,12,2009,Registered
490669,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2009-12-07 12:42:00,0.42,15716.0,United Kingdom,0.42,12,2009,Registered
490674,85164B,BLACK BAROQUE CUCKOO CLOCK,2,2009-12-07 13:06:00,12.75,14307.0,United Kingdom,25.5,12,2009,Registered
490675,22349,"DOG BOWL , CHASING BALL DESIGN",6,2009-12-07 13:07:00,3.75,14695.0,United Kingdom,22.5,12,2009,Registered
490679,21558,SKULL LUNCHBOX WITH CUTLERY ,3,2009-12-07 13:24:00,2.55,18162.0,United Kingdom,7.6499999999999995,12,2009,Registered
490685,20982,12 PENCILS TALL TUBE SKULLS,24,2009-12-07 13:48:00,0.85,13206.0,United Kingdom,20.4,12,2009,Registered
490692,21242,RED SPOTTY PLATE ,2,2009-12-07 13:57:00,1.69,16018.0,United Kingdom,3.38,12,2009,Registered
490693,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2009-12-07 13:59:00,1.95,14670.0,United Kingdom,1.95,12,2009,Registered
490707,16169D,WRAP WINTER FOREST,25,2009-12-07 15:02:00,0.42,17865.0,United Kingdom,10.5,12,2009,Registered
490709,79191D,RETRO PLASTIC DAISY TRAY,1,2009-12-07 15:15:00,0.85,17884.0,United Kingdom,0.85,12,2009,Registered
490709,20974,12 PENCILS SMALL TUBE SKULL,2,2009-12-07 15:15:00,0.65,17884.0,United Kingdom,1.3,12,2009,Registered
490709,79192A,RETRO PLASTIC 70'S TRAY,1,2009-12-07 15:15:00,1.25,17884.0,United Kingdom,1.25,12,2009,Registered
490711,20819,SILVER TEDDY BEAR,2,2009-12-07 15:26:00,3.75,17841.0,United Kingdom,7.5,12,2009,Registered
490711,21448,12 DAISY PEGS IN WOOD BOX,1,2009-12-07 15:26:00,1.65,17841.0,United Kingdom,1.65,12,2009,Registered
490711,20910,VINTAGE PHOTO ALBUM PARIS DAYS,4,2009-12-07 15:26:00,6.35,17841.0,United Kingdom,25.4,12,2009,Registered
490719,22082,RIBBON REEL STRIPES DESIGN ,5,2009-12-07 15:42:00,1.65,13042.0,United Kingdom,8.25,12,2009,Registered
490727,22081,RIBBON REEL FLORA + FAUNA ,3,2009-12-07 16:38:00,1.65,17231.0,United Kingdom,4.949999999999999,12,2009,Registered
490741,21816,CHRISTMAS TREE T-LIGHT HOLDER,3,2009-12-07 17:56:00,3.04,Guest,United Kingdom,9.120000000000001,12,2009,Guest
490741,22113,GREY HEART HOT WATER BOTTLE,1,2009-12-07 17:56:00,7.78,Guest,United Kingdom,7.78,12,2009,Guest
490741,21821,GLITTER STAR GARLAND WITH BELLS ,2,2009-12-07 17:56:00,7.78,Guest,United Kingdom,15.56,12,2009,Guest
490741,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2009-12-07 17:56:00,3.43,Guest,United Kingdom,6.86,12,2009,Guest
490741,21355,TOAST ITS - I LOVE YOU ,3,2009-12-07 17:56:00,2.57,Guest,United Kingdom,7.709999999999999,12,2009,Guest
490745,21175,GIN + TONIC DIET METAL SIGN,3,2009-12-07 18:02:00,4.3,Guest,United Kingdom,12.899999999999999,12,2009,Guest
490745,20982,12 PENCILS TALL TUBE SKULLS,1,2009-12-07 18:02:00,1.7,Guest,United Kingdom,1.7,12,2009,Guest
490745,21844,RETRO SPOT MUG,4,2009-12-07 18:02:00,6.04,Guest,United Kingdom,24.16,12,2009,Guest
490745,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1,2009-12-07 18:02:00,6.04,Guest,United Kingdom,6.04,12,2009,Guest
490745,90062,CARNIVAL BRACELET,1,2009-12-07 18:02:00,13.03,Guest,United Kingdom,13.03,12,2009,Guest
490745,20990,SPRING FLOWER CHOPSTICKS SET/5,1,2009-12-07 18:02:00,4.3,Guest,United Kingdom,4.3,12,2009,Guest
490751,22067,CHOC TRUFFLE GOLD TRINKET POT ,12,2009-12-08 07:59:00,1.65,12358.0,Austria,19.799999999999997,12,2009,Registered
490755,21012,ANTIQUE ALL GLASS CANDLESTICK,18,2009-12-08 09:24:00,2.1,16735.0,United Kingdom,37.800000000000004,12,2009,Registered
490761,21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",6,2009-12-08 09:56:00,1.65,13382.0,United Kingdom,9.899999999999999,12,2009,Registered
490805,22104,MIRROR MOSAIC CANDLE PLATE,12,2009-12-08 12:12:00,1.45,14861.0,United Kingdom,17.4,12,2009,Registered
490817,82567,"AIRLINE LOUNGE,METAL SIGN",1,2009-12-08 12:33:00,2.1,15311.0,United Kingdom,2.1,12,2009,Registered
490938,84680,CLASSICAL ROSE URN,1,2009-12-08 13:59:00,7.95,14605.0,United Kingdom,7.95,12,2009,Registered
490953,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2009-12-08 14:56:00,2.95,13204.0,United Kingdom,17.700000000000003,12,2009,Registered
490953,21164,HOME SWEET HOME METAL SIGN ,6,2009-12-08 14:56:00,2.95,13204.0,United Kingdom,17.700000000000003,12,2009,Registered
490957,21696,SMALL SILVER TRELLIS CANDLEPOT,12,2009-12-08 15:12:00,2.95,15823.0,United Kingdom,35.400000000000006,12,2009,Registered
490957,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2009-12-08 15:12:00,1.25,15823.0,United Kingdom,15.0,12,2009,Registered
490957,21360,JOY LARGE WOOD LETTERS,2,2009-12-08 15:12:00,9.95,15823.0,United Kingdom,19.9,12,2009,Registered
490957,22090,PAPER BUNTING RETRO SPOTS,12,2009-12-08 15:12:00,2.95,15823.0,United Kingdom,35.400000000000006,12,2009,Registered
490957,22080,RIBBON REEL SPOTS DESIGN ,10,2009-12-08 15:12:00,1.65,15823.0,United Kingdom,16.5,12,2009,Registered
490963,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2009-12-08 15:49:00,0.83,Guest,United Kingdom,0.83,12,2009,Guest
490963,21768,WALL MOUNTED VINTAGE ORGANISER,1,2009-12-08 15:49:00,30.39,Guest,United Kingdom,30.39,12,2009,Guest
490963,21679,SKULLS  STICKERS,1,2009-12-08 15:49:00,1.7,Guest,United Kingdom,1.7,12,2009,Guest
490972,84396,6 HOOK JEWELLERY STAND BLACK DRESS,12,2009-12-08 16:40:00,1.95,14911.0,EIRE,23.4,12,2009,Registered
490984,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2009-12-08 17:04:00,1.65,15298.0,United Kingdom,39.599999999999994,12,2009,Registered
490990,21231,SWEETHEART CERAMIC TRINKET BOX,1,2009-12-08 17:10:00,1.25,14606.0,United Kingdom,1.25,12,2009,Registered
491006,85129A,"WHITE PEARL BEADED HEART, SMALL",12,2009-12-08 17:41:00,1.25,13557.0,United Kingdom,15.0,12,2009,Registered
491041,22211,WOOD STAMP SET FLOWERS,2,2009-12-09 09:42:00,3.43,Guest,United Kingdom,6.86,12,2009,Guest
491041,20987,GEISHA GIRL CHOPSTICKS SET/5,3,2009-12-09 09:42:00,4.3,Guest,United Kingdom,12.899999999999999,12,2009,Guest
491041,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,2009-12-09 09:42:00,6.91,Guest,United Kingdom,6.91,12,2009,Guest
491041,21286,RETRO SPOT CANDLE  LARGE,1,2009-12-09 09:42:00,5.17,Guest,United Kingdom,5.17,12,2009,Guest
491043,47568,ENGLISH ROSE DESIGN PEG BAG,1,2009-12-09 09:51:00,4.3,Guest,United Kingdom,4.3,12,2009,Guest
491043,21397,BLUE  SPOTTY EGG CUP ,2,2009-12-09 09:51:00,3.43,Guest,United Kingdom,6.86,12,2009,Guest
491043,21098,CHRISTMAS TOILET ROLL,14,2009-12-09 09:51:00,2.57,Guest,United Kingdom,35.98,12,2009,Guest
491064,21174,POTTERING IN THE SHED METAL SIGN,1,2009-12-09 11:58:00,1.95,16782.0,United Kingdom,1.95,12,2009,Registered
491082,21631,HIPPY CHIC DECORATIVE PARASOL,2,2009-12-09 13:16:00,12.75,16709.0,United Kingdom,25.5,12,2009,Registered
491091,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,2009-12-09 13:34:00,7.65,16705.0,United Kingdom,91.80000000000001,12,2009,Registered
491101,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2,2009-12-09 14:16:00,1.65,17449.0,United Kingdom,3.3,12,2009,Registered
491105,82582,AREA PATROLLED METAL SIGN,1,2009-12-09 14:25:00,2.1,16755.0,United Kingdom,2.1,12,2009,Registered
491105,21973,SET OF 36 MUSHROOM PAPER DOILIES,1,2009-12-09 14:25:00,1.45,16755.0,United Kingdom,1.45,12,2009,Registered
491109,21610,SET 12 PEAR BOTANICAL T-LIGHTS,1,2009-12-09 14:30:00,2.95,13825.0,United Kingdom,2.95,12,2009,Registered
491118,84920,PINK FLOWER FABRIC PONY,1,2009-12-09 15:03:00,3.75,16933.0,United Kingdom,3.75,12,2009,Registered
491123,21054,NURSE'S BAG SOFT TOY,1,2009-12-09 15:20:00,8.95,17043.0,United Kingdom,8.95,12,2009,Registered
491147,21664,RIDGED GLASS STORAGE JAR CREAM LID,2,2009-12-09 17:27:00,3.75,14710.0,United Kingdom,7.5,12,2009,Registered
491148,85060,WOOD FAN WITH FLOWER DESIGN,36,2009-12-10 07:43:00,1.06,15061.0,United Kingdom,38.160000000000004,12,2009,Registered
491155,82581,TOILET METAL SIGN,1,2009-12-10 09:49:00,1.3,Guest,United Kingdom,1.3,12,2009,Guest
491155,22321,BIRD DECORATION RED SPOT,2,2009-12-10 09:49:00,1.7,Guest,United Kingdom,3.4,12,2009,Guest
491155,21803,CHRISTMAS TREE STAR DECORATION,1,2009-12-10 09:49:00,0.87,Guest,United Kingdom,0.87,12,2009,Guest
491155,21012,ANTIQUE ALL GLASS CANDLESTICK,1,2009-12-10 09:49:00,4.3,Guest,United Kingdom,4.3,12,2009,Guest
491170,84007,MAGIC GARDEN MOUNT FUJI,8,2009-12-10 11:27:00,2.55,17861.0,United Kingdom,20.4,12,2009,Registered
491170,72756,FAIRY CAKE CANDLES,1,2009-12-10 11:27:00,1.49,17861.0,United Kingdom,1.49,12,2009,Registered
491173,21035,SET/2 RED SPOTTY TEA TOWELS ,2,2009-12-10 11:42:00,2.95,15858.0,United Kingdom,5.9,12,2009,Registered
491183,22341,LOVE GARLAND PAINTED ZINC ,12,2009-12-10 12:10:00,1.65,12978.0,United Kingdom,19.799999999999997,12,2009,Registered
491207,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,72,2009-12-10 14:13:00,0.38,17884.0,United Kingdom,27.36,12,2009,Registered
491340,20861,GOLD COSMETIC BAG PINK STAR,2,2009-12-10 15:45:00,2.1,12979.0,United Arab Emirates,4.2,12,2009,Registered
