Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
566276,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-09-11 14:00:00,0.42,13450.0,United Kingdom
566281,22573,STAR WOODEN CHRISTMAS DECORATION,10,2011-09-11 14:15:00,0.85,12748.0,United Kingdom
566281,21915,RED  HARMONICA IN BOX ,12,2011-09-11 14:15:00,1.25,12748.0,United Kingdom
566290,21114,LAVENDER SCENTED FABRIC HEART,5,2011-09-11 15:24:00,1.25,14456.0,United Kingdom
566291,22624,IVORY KITCHEN SCALES,1,2011-09-11 15:31:00,8.5,12965.0,United Kingdom
566291,22616,PACK OF 12 LONDON TISSUES ,2,2011-09-11 15:31:00,0.39,12965.0,United Kingdom
566291,22920,HERB MARKER BASIL,5,2011-09-11 15:31:00,0.65,12965.0,United Kingdom
566297,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-09-11 15:50:00,2.95,16794.0,United Kingdom
566304,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-09-12 09:03:00,0.85,18158.0,United Kingdom
566304,20719,WOODLAND CHARLOTTE BAG,10,2011-09-12 09:03:00,0.85,18158.0,United Kingdom
566307,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-09-12 09:37:00,0.39,14307.0,United Kingdom
566345,85114A,BLACK ENCHANTED FOREST PLACEMAT,120,2011-09-12 12:27:00,1.45,17685.0,United Kingdom
566396,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-09-12 12:51:00,2.55,14292.0,United Kingdom
566397,21588,RETROSPOT GIANT TUBE MATCHES,4,2011-09-12 12:54:00,2.55,17811.0,United Kingdom
566408,23210,WHITE ROCKING HORSE HAND PAINTED,2,2011-09-12 13:43:00,1.25,16984.0,United Kingdom
566431,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-09-12 14:39:00,2.95,18180.0,United Kingdom
566438,21617,4 LILY  BOTANICAL DINNER CANDLES,4,2011-09-12 15:14:00,3.75,15996.0,United Kingdom
566444,22594,CHRISTMAS GINGHAM TREE,12,2011-09-12 15:32:00,0.85,14020.0,United Kingdom
566446,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-09-12 15:40:00,2.46,,United Kingdom
566446,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2,2011-09-12 15:40:00,0.83,,United Kingdom
566447,48138,DOORMAT UNION FLAG,12,2011-09-12 15:43:00,7.08,12989.0,United Kingdom
566482,20725,LUNCH BAG RED RETROSPOT,10,2011-09-13 09:43:00,1.65,16609.0,United Kingdom
566495,23002,TRAVEL CARD WALLET SKULLS,5,2011-09-13 11:14:00,0.42,15529.0,United Kingdom
566537,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-09-13 11:34:00,3.75,13767.0,United Kingdom
566562,23127,FELTCRAFT GIRL NICOLE KIT,4,2011-09-13 12:18:00,4.95,17365.0,United Kingdom
566562,21328,BALLOONS  WRITING SET ,6,2011-09-13 12:18:00,1.65,17365.0,United Kingdom
566562,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,5,2011-09-13 12:18:00,1.69,17365.0,United Kingdom
566564,22998,TRAVEL CARD WALLET KEEP CALM,6,2011-09-13 12:26:00,0.42,15522.0,United Kingdom
566564,23205,CHARLOTTE BAG VINTAGE ALPHABET ,3,2011-09-13 12:26:00,0.85,15522.0,United Kingdom
566566,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-09-13 12:32:00,1.63,14096.0,United Kingdom
566571,23169,CLASSIC GLASS COOKIE JAR,6,2011-09-13 12:49:00,4.15,17037.0,United Kingdom
566583,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-09-13 13:55:00,7.95,15343.0,United Kingdom
566599,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-09-13 15:37:00,8.25,15998.0,United Kingdom
566599,21930,JUMBO STORAGE BAG SKULLS,1,2011-09-13 15:37:00,2.08,15998.0,United Kingdom
566599,23245,SET OF 3 REGENCY CAKE TINS,2,2011-09-13 15:37:00,4.95,15998.0,United Kingdom
566602,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2011-09-13 16:05:00,1.25,,United Kingdom
566602,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2011-09-13 16:05:00,5.79,,United Kingdom
566603,23330,DECORATIVE WICKER HEART MEDIUM,3,2011-09-13 16:12:00,2.46,,United Kingdom
566605,22766,PHOTO FRAME CORNICE,2,2011-09-13 16:27:00,2.95,13263.0,United Kingdom
566606,23445,ICE CREAM BUBBLES,20,2011-09-13 16:33:00,0.83,15194.0,United Kingdom
566606,22161,HEART DECORATION RUSTIC HANGING ,24,2011-09-13 16:33:00,0.19,15194.0,United Kingdom
566612,22632,HAND WARMER RED RETROSPOT,3,2011-09-13 17:16:00,2.1,16229.0,United Kingdom
566616,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-09-14 08:35:00,2.95,12895.0,United Kingdom
566617,23173,REGENCY TEAPOT ROSES ,12,2011-09-14 09:11:00,8.15,18092.0,United Kingdom
566668,15056N,EDWARDIAN PARASOL NATURAL,6,2011-09-14 11:35:00,5.95,18065.0,United Kingdom
566723,23427,STOOL HOME SWEET HOME ,2,2011-09-14 13:02:00,12.5,15804.0,United Kingdom
566726,23135,SMALL ZINC HEART WALL ORGANISER,1,2011-09-14 13:12:00,5.75,15021.0,United Kingdom
566730,21931,JUMBO STORAGE BAG SUKI,1,2011-09-14 13:31:00,2.08,14606.0,United Kingdom
566737,21992,VINTAGE PAISLEY STATIONERY SET,12,2011-09-14 14:26:00,1.25,13430.0,United Kingdom
566747,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-09-14 15:33:00,1.45,16928.0,United Kingdom
566757,22791,T-LIGHT GLASS FLUTED ANTIQUE,5,2011-09-14 15:54:00,2.46,,United Kingdom
566756,22555,PLASTERS IN TIN STRONGMAN,12,2011-09-14 15:54:00,1.65,12457.0,Switzerland
566757,20971,PINK BLUE FELT CRAFT TRINKET BOX,6,2011-09-14 15:54:00,2.46,,United Kingdom
566757,22781,GUMBALL MAGAZINE RACK,1,2011-09-14 15:54:00,14.96,,United Kingdom
566776,22348,TEA BAG PLATE RED RETROSPOT,12,2011-09-15 09:53:00,0.85,14911.0,EIRE
566787,21912,VINTAGE SNAKES & LADDERS,1,2011-09-15 10:31:00,7.46,,United Kingdom
566787,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-09-15 10:31:00,12.46,,United Kingdom
566789,23263,SET OF 3 WOODEN HEART DECORATIONS,24,2011-09-15 10:35:00,1.25,13134.0,United Kingdom
566817,23206,LUNCH BAG APPLE DESIGN,30,2011-09-15 10:53:00,1.65,16160.0,United Kingdom
566847,20723,STRAWBERRY CHARLOTTE BAG,5,2011-09-15 11:57:00,0.85,15005.0,United Kingdom
566864,20971,PINK BLUE FELT CRAFT TRINKET BOX,3,2011-09-15 12:51:00,1.25,17786.0,United Kingdom
566869,22423,REGENCY CAKESTAND 3 TIER,6,2011-09-15 13:20:00,12.75,13658.0,United Kingdom
566869,23008,DOLLY GIRL BABY GIFT SET,6,2011-09-15 13:20:00,14.95,13658.0,United Kingdom
566875,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-15 13:43:00,0.85,17669.0,United Kingdom
566912,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-09-15 14:05:00,1.25,14367.0,United Kingdom
566914,21755,LOVE BUILDING BLOCK WORD,2,2011-09-15 14:08:00,6.25,15466.0,United Kingdom
566929,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-09-15 15:21:00,1.95,17428.0,United Kingdom
566934,48173C,DOORMAT BLACK FLOCK ,93,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
566950,85099F,JUMBO BAG STRAWBERRY,10,2011-09-15 16:34:00,2.08,17594.0,United Kingdom
566952,22123,PING MICROWAVE APRON,1,2011-09-15 16:37:00,4.13,,United Kingdom
566952,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-09-15 16:37:00,2.46,,United Kingdom
566959,23438, RED SPOT GIFT BAG LARGE,20,2011-09-15 17:00:00,1.25,17530.0,United Kingdom
566972,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-09-16 09:13:00,1.25,16573.0,United Kingdom
566981,23113,PANTRY CHOPPING BOARD,3,2011-09-16 10:02:00,4.95,15498.0,United Kingdom
566984,23175,REGENCY MILK JUG PINK ,4,2011-09-16 10:39:00,3.25,12471.0,Germany
567024,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-09-16 11:23:00,2.46,,United Kingdom
567043,22027,TEA PARTY BIRTHDAY CARD,12,2011-09-16 11:27:00,0.42,13268.0,United Kingdom
567062,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-09-16 11:48:00,2.95,16108.0,United Kingdom
567062,21174,POTTERING IN THE SHED METAL SIGN,12,2011-09-16 11:48:00,2.08,16108.0,United Kingdom
C567065,23297,SET 40 HEART SHAPE PETIT FOUR CASES,-16,2011-09-16 11:51:00,1.65,16108.0,United Kingdom
567126,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-09-16 13:53:00,2.08,17238.0,United Kingdom
567153,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-09-16 16:25:00,1.45,14056.0,United Kingdom
567160,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,2011-09-18 10:35:00,3.25,14562.0,United Kingdom
567161,23341,PINK DINER WALL CLOCK,2,2011-09-18 10:46:00,8.5,15947.0,United Kingdom
567162,23412,HEART MIRROR ANTIQUE WHITE,16,2011-09-18 11:13:00,6.65,16525.0,United Kingdom
567163,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,2011-09-18 11:31:00,0.55,13247.0,United Kingdom
567170,21224,SET/4 SKULL BADGES,2,2011-09-18 12:40:00,1.25,13566.0,United Kingdom
567170,21175,GIN + TONIC DIET METAL SIGN,1,2011-09-18 12:40:00,2.55,13566.0,United Kingdom
567170,23298,SPOTTY BUNTING,2,2011-09-18 12:40:00,4.95,13566.0,United Kingdom
567179,22766,PHOTO FRAME CORNICE,4,2011-09-18 14:27:00,2.95,15547.0,United Kingdom
567180,21914,BLUE HARMONICA IN BOX ,3,2011-09-18 14:56:00,1.25,17802.0,United Kingdom
567182,22303,COFFEE MUG APPLES DESIGN,6,2011-09-18 15:21:00,2.55,13334.0,United Kingdom
567186,21207,SKULL AND CROSSBONES  GARLAND ,1,2011-09-18 16:04:00,1.65,17073.0,United Kingdom
567189,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-09-19 09:10:00,1.65,17069.0,United Kingdom
567189,23290,SPACEBOY CHILDRENS BOWL,16,2011-09-19 09:10:00,1.25,17069.0,United Kingdom
567189,23316,RED REFECTORY CLOCK ,2,2011-09-19 09:10:00,9.95,17069.0,United Kingdom
567196,23206,LUNCH BAG APPLE DESIGN,10,2011-09-19 10:09:00,1.65,12379.0,Belgium
567197,21166,COOK WITH WINE METAL SIGN ,12,2011-09-19 10:10:00,2.08,14934.0,Channel Islands
567211,20724,RED RETROSPOT CHARLOTTE BAG,5,2011-09-19 11:02:00,0.85,14159.0,United Kingdom
567211,23187,FRENCH STYLE STORAGE JAR BONBONS,12,2011-09-19 11:02:00,0.29,14159.0,United Kingdom
567211,22996,TRAVEL CARD WALLET VINTAGE TICKET,4,2011-09-19 11:02:00,0.42,14159.0,United Kingdom
567213,20974,12 PENCILS SMALL TUBE SKULL,3,2011-09-19 11:04:00,0.65,14684.0,United Kingdom
567288,47559B,TEA TIME OVEN GLOVE,1,2011-09-19 11:49:00,1.25,16906.0,United Kingdom
567292,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-09-19 11:59:00,2.08,14606.0,United Kingdom
567296,POST,POSTAGE,1,2011-09-19 12:19:00,18.0,12682.0,France
567307,85099B,JUMBO BAG RED RETROSPOT,20,2011-09-19 13:35:00,2.08,15078.0,United Kingdom
567328,23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,2011-09-19 14:43:00,5.75,14356.0,United Kingdom
567338,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-09-19 15:00:00,0.85,14146.0,United Kingdom
567339,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-09-19 15:01:00,2.49,14146.0,United Kingdom
567339,21915,RED  HARMONICA IN BOX ,12,2011-09-19 15:01:00,1.25,14146.0,United Kingdom
567369,16161P,WRAP ENGLISH ROSE ,25,2011-09-20 09:06:00,0.42,17527.0,United Kingdom
567375,23311,VINTAGE CHRISTMAS STOCKING ,12,2011-09-20 09:45:00,2.55,14766.0,United Kingdom
567378,23432,PRETTY HANGING QUILTED HEARTS,12,2011-09-20 10:01:00,0.83,14911.0,EIRE
567429,23355,HOT WATER BOTTLE KEEP CALM,8,2011-09-20 11:39:00,4.95,17686.0,United Kingdom
567470,23082,SET 6 PAPER TABLE LANTERN HEARTS ,3,2011-09-20 12:39:00,3.75,16624.0,United Kingdom
567470,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-09-20 12:39:00,2.49,16624.0,United Kingdom
567475,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,2011-09-20 13:11:00,4.15,16360.0,United Kingdom
567475,22141,CHRISTMAS CRAFT TREE TOP ANGEL,3,2011-09-20 13:11:00,2.1,16360.0,United Kingdom
567477,22179,SET 10 NIGHT OWL LIGHTS,1,2011-09-20 13:20:00,6.75,16327.0,United Kingdom
567504,22979,PANTRY WASHING UP BRUSH,12,2011-09-20 14:33:00,1.45,13356.0,United Kingdom
567545,22271,FELTCRAFT DOLL ROSIE,6,2011-09-21 10:27:00,2.95,13155.0,United Kingdom
567579,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-09-21 10:48:00,4.95,18228.0,United Kingdom
567580,23394,POSTE FRANCE CUSHION COVER,4,2011-09-21 11:10:00,3.75,16493.0,United Kingdom
567610,16161P,WRAP ENGLISH ROSE ,25,2011-09-21 11:30:00,0.42,17511.0,United Kingdom
567626,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,1,2011-09-21 12:56:00,1.25,15311.0,United Kingdom
567631,23064,CINDERELLA CHANDELIER ,1,2011-09-21 13:33:00,49.95,13350.0,United Kingdom
567653,22668,PINK BABY BUNTING,5,2011-09-21 14:35:00,2.95,12550.0,Spain
567656,84946,ANTIQUE SILVER T-LIGHT GLASS,2,2011-09-21 14:40:00,2.46,14096.0,United Kingdom
567661,21034,REX CASH+CARRY JUMBO SHOPPER,4,2011-09-21 15:06:00,0.95,13959.0,United Kingdom
567664,22847,BREAD BIN DINER STYLE IVORY,1,2011-09-21 15:15:00,16.95,14780.0,United Kingdom
567665,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2011-09-21 15:22:00,8.29,,United Kingdom
567665,22889,NUMBER TILE VINTAGE FONT No ,1,2011-09-21 15:22:00,4.13,,United Kingdom
567668,21801,CHRISTMAS TREE DECORATION WITH BELL,2,2011-09-21 15:29:00,0.42,,United Kingdom
567668,21123,SET/10 IVORY POLKADOT PARTY CANDLES,3,2011-09-21 15:29:00,0.83,,United Kingdom
567670,23014,GLASS APOTHECARY BOTTLE ELIXIR,1,2011-09-21 15:32:00,8.29,,United Kingdom
567671,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-09-21 15:34:00,5.79,,United Kingdom
567671,22559,SEASIDE FLYING DISC,1,2011-09-21 15:34:00,2.46,,United Kingdom
567672,21915,RED  HARMONICA IN BOX ,6,2011-09-21 15:39:00,1.25,16085.0,United Kingdom
567673,22174,PHOTO CUBE,1,2011-09-21 15:43:00,3.29,,United Kingdom
567673,85087,CANDY SPOT CUSHION COVER,1,2011-09-21 15:43:00,3.29,,United Kingdom
567673,22304,COFFEE MUG BLUE PAISLEY DESIGN,1,2011-09-21 15:43:00,4.96,,United Kingdom
567673,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,2,2011-09-21 15:43:00,1.63,,United Kingdom
567673,21643,ASSORTED TUTTI FRUTTI MIRROR,5,2011-09-21 15:43:00,2.46,,United Kingdom
C567686,20728,LUNCH BAG CARS BLUE,-10,2011-09-21 16:42:00,1.65,17702.0,United Kingdom
567697,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,2011-09-22 08:41:00,0.83,16558.0,United Kingdom
567698,23433,HANGING QUILTED PATCHWORK APPLES,12,2011-09-22 09:15:00,0.83,13529.0,United Kingdom
567709,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-09-22 09:53:00,0.42,15239.0,United Kingdom
567709,22079,RIBBON REEL HEARTS DESIGN ,10,2011-09-22 09:53:00,1.65,15239.0,United Kingdom
567721,23432,PRETTY HANGING QUILTED HEARTS,120,2011-09-22 10:38:00,0.83,12409.0,Switzerland
567793,22897,OVEN MITT APPLES DESIGN,10,2011-09-22 11:40:00,1.45,12657.0,France
567795,22386,JUMBO BAG PINK POLKADOT,100,2011-09-22 11:44:00,1.79,14646.0,Netherlands
567803,23093,SMALL PARISIENNE HEART PHOTO FRAME ,144,2011-09-22 12:11:00,1.64,18102.0,United Kingdom
567805,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-09-22 12:15:00,2.95,12854.0,United Kingdom
567818,22632,HAND WARMER RED RETROSPOT,3,2011-09-22 12:41:00,2.1,14395.0,United Kingdom
567821,20969,RED FLORAL FELTCRAFT SHOULDER BAG,3,2011-09-22 12:45:00,3.75,14659.0,United Kingdom
567826,21154,RED RETROSPOT OVEN GLOVE ,2,2011-09-22 13:05:00,1.25,12877.0,United Kingdom
567853,23252,VINTAGE RED ENAMEL TRIM JUG ,2,2011-09-22 13:31:00,3.75,15484.0,United Kingdom
567853,22360,GLASS JAR ENGLISH CONFECTIONERY,4,2011-09-22 13:31:00,2.95,15484.0,United Kingdom
567868,22082,RIBBON REEL STRIPES DESIGN ,10,2011-09-22 14:18:00,1.65,17603.0,United Kingdom
567875,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-09-22 14:29:00,4.25,16348.0,United Kingdom
567879,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-09-22 14:53:00,1.25,16161.0,United Kingdom
567883,23042,PAPER LANTERN 7 POINT SNOW STAR,2,2011-09-22 15:03:00,6.65,12906.0,United Kingdom
567889,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-09-22 15:39:00,7.95,16633.0,United Kingdom
567890,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-09-22 15:40:00,1.45,14125.0,United Kingdom
567899,23263,SET OF 3 WOODEN HEART DECORATIONS,24,2011-09-22 16:26:00,1.25,14911.0,EIRE
567901,48184,DOORMAT ENGLISH ROSE ,1,2011-09-22 16:28:00,15.79,,United Kingdom
567912,22208,WOOD STAMP SET THANK YOU,3,2011-09-22 17:07:00,0.83,15555.0,United Kingdom
567913,23574,PACKING CHARGE,1,2011-09-22 17:08:00,7.5,18144.0,United Kingdom
567942,23026,DRAWER KNOB VINTAGE GLASS STAR,6,2011-09-22 19:03:00,2.08,15804.0,United Kingdom
567944,22865,HAND WARMER OWL DESIGN,4,2011-09-22 19:54:00,2.1,14562.0,United Kingdom
567958,POST,POSTAGE,2,2011-09-23 09:00:00,18.0,12619.0,Germany
567979,35911A,MULTICOLOUR RABBIT EGG WARMER,24,2011-09-23 10:44:00,0.85,14215.0,United Kingdom
567981,84997b,CHILDRENS CUTLERY RETROSPOT RED ,7,2011-09-23 11:22:00,8.29,,United Kingdom
567981,23204,CHARLOTTE BAG APPLES DESIGN,5,2011-09-23 11:22:00,2.46,,United Kingdom
568040,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2011-09-23 12:09:00,0.85,12681.0,France
568040,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-09-23 12:09:00,3.25,12681.0,France
568044,21411,GINGHAM HEART  DOORSTOP RED,3,2011-09-23 12:10:00,4.25,15763.0,United Kingdom
568044,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2011-09-23 12:10:00,2.95,15763.0,United Kingdom
568046,22621,TRADITIONAL KNITTING NANCY,1,2011-09-23 12:16:00,1.65,18118.0,United Kingdom
568049,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,2011-09-23 12:38:00,1.25,17841.0,United Kingdom
568049,21770,OPEN CLOSED METAL SIGN,2,2011-09-23 12:38:00,4.95,17841.0,United Kingdom
568051,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-09-23 12:40:00,1.95,18189.0,United Kingdom
568057,23403,LETTER HOLDER HOME SWEET HOME,1,2011-09-23 12:56:00,7.46,,United Kingdom
568057,21731,RED TOADSTOOL LED NIGHT LIGHT,9,2011-09-23 12:56:00,4.13,,United Kingdom
568059,23341,PINK DINER WALL CLOCK,1,2011-09-23 12:58:00,8.5,13097.0,United Kingdom
568065,23229,VINTAGE DONKEY TAIL GAME ,6,2011-09-23 13:44:00,3.75,16240.0,United Kingdom
568069,23189,SET OF 12 FORK CANDLES,6,2011-09-23 14:05:00,2.89,13336.0,United Kingdom
568095,23281,FOLDING BUTTERFLY MIRROR RED  ,12,2011-09-23 14:49:00,0.83,14911.0,EIRE
568095,90209C,PINK ENAMEL+GLASS HAIR COMB,3,2011-09-23 14:49:00,2.1,14911.0,EIRE
568101,16169E,WRAP 50'S  CHRISTMAS,25,2011-09-23 15:21:00,0.42,15978.0,United Kingdom
568134,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-09-23 17:02:00,10.79,,United Kingdom
568134,21802,CHRISTMAS TREE HEART DECORATION,1,2011-09-23 17:02:00,0.42,,United Kingdom
568134,21385,IVORY HANGING DECORATION  HEART,1,2011-09-23 17:02:00,1.63,,United Kingdom
568134,20724,RED RETROSPOT CHARLOTTE BAG,5,2011-09-23 17:02:00,1.63,,United Kingdom
568134,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8,2011-09-23 17:02:00,2.46,,United Kingdom
568135,22571,ROCKING HORSE RED CHRISTMAS ,2,2011-09-23 17:04:00,1.63,,United Kingdom
568145,23325,RUSTIC STRAWBERRY JAM POT SMALL,12,2011-09-25 11:30:00,1.65,12388.0,Australia
568152,23412,HEART MIRROR ANTIQUE WHITE,2,2011-09-25 11:40:00,7.5,16480.0,United Kingdom
568153,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-09-25 12:02:00,0.55,17716.0,United Kingdom
568158,23502,PLAYING CARDS VINTAGE DOILY ,12,2011-09-25 12:22:00,1.25,16133.0,United Kingdom
568160,23393,HOME SWEET HOME CUSHION COVER ,4,2011-09-25 12:25:00,3.75,17498.0,United Kingdom
568165,23298,SPOTTY BUNTING,6,2011-09-25 12:42:00,4.95,17131.0,United Kingdom
568173,85099B,JUMBO BAG RED RETROSPOT,20,2011-09-25 13:16:00,2.08,16187.0,United Kingdom
568174,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-09-25 13:23:00,2.49,16261.0,United Kingdom
568179,POST,POSTAGE,3,2011-09-25 13:39:00,28.0,12545.0,Spain
568180,22489,PACK OF 12 TRADITIONAL CRAYONS,12,2011-09-25 13:42:00,0.42,15429.0,United Kingdom
568186,20682,RED RETROSPOT CHILDRENS UMBRELLA,4,2011-09-25 14:08:00,3.25,17837.0,United Kingdom
568188,22904,CALENDAR PAPER CUT DESIGN,1,2011-09-25 14:33:00,2.95,16049.0,United Kingdom
568193,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-09-25 14:37:00,2.95,17107.0,United Kingdom
568202,21544,SKULLS  WATER TRANSFER TATTOOS ,24,2011-09-25 15:01:00,0.85,15366.0,United Kingdom
568212,90162B,ANT SILVER LIME GREEN BOUDICCA RING,1,2011-09-25 16:05:00,2.95,15154.0,United Kingdom
568212,84706F,RED PEONY TABLE CLOCK,1,2011-09-25 16:05:00,2.95,15154.0,United Kingdom
568219,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-09-26 09:59:00,1.55,13468.0,United Kingdom
568234,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-26 11:38:00,0.85,17705.0,United Kingdom
568243,21411,GINGHAM HEART  DOORSTOP RED,3,2011-09-26 12:12:00,4.25,14217.0,United Kingdom
568313,22594,CHRISTMAS GINGHAM TREE,12,2011-09-26 12:56:00,0.85,14908.0,United Kingdom
568318,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2011-09-26 13:25:00,0.42,13233.0,United Kingdom
568320,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-26 13:35:00,0.42,17674.0,United Kingdom
568324,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-26 13:48:00,0.85,16778.0,United Kingdom
568325,22740,POLKADOT PEN,89,2011-09-26 13:57:00,0.85,14667.0,United Kingdom
568326,22716,CARD CIRCUS PARADE,12,2011-09-26 14:00:00,0.42,13200.0,United Kingdom
568328,22727,ALARM CLOCK BAKELIKE RED ,2,2011-09-26 14:06:00,3.75,18016.0,United Kingdom
568329,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,2011-09-26 14:12:00,4.15,15243.0,United Kingdom
568346,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2011-09-26 15:28:00,3.29,14096.0,United Kingdom
568346,35911A,MULTICOLOUR RABBIT EGG WARMER,1,2011-09-26 15:28:00,0.83,14096.0,United Kingdom
