Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalValue,Month,Year,CustomerType
540458,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-01-07 12:28:00,2.1,12501.0,Germany,12.600000000000001,1,2011,Registered
540468,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,2011-01-07 13:55:00,3.36,,United Kingdom,3.36,1,2011,Registered
540468,47559B,TEA TIME OVEN GLOVE,1,2011-01-07 13:55:00,2.51,,United Kingdom,2.51,1,2011,Registered
540468,21650,ASSORTED TUTTI FRUTTI BRACELET,4,2011-01-07 13:55:00,0.43,,United Kingdom,1.72,1,2011,Registered
540468,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,2011-01-07 13:55:00,5.91,,United Kingdom,5.91,1,2011,Registered
540468,22280,POCKET BAG PINK PAISELY BROWN SPOT,1,2011-01-07 13:55:00,0.85,,United Kingdom,0.85,1,2011,Registered
540468,51014C,"FEATHER PEN,COAL BLACK",1,2011-01-07 13:55:00,1.66,,United Kingdom,1.66,1,2011,Registered
540468,85016,SET OF 6 VINTAGE NOTELETS KIT,1,2011-01-07 13:55:00,2.51,,United Kingdom,2.51,1,2011,Registered
540471,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-01-07 14:21:00,2.95,15601.0,United Kingdom,17.700000000000003,1,2011,Registered
540471,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-01-07 14:21:00,1.25,15601.0,United Kingdom,15.0,1,2011,Registered
540473,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2011-01-07 14:31:00,3.75,17284.0,United Kingdom,7.5,1,2011,Registered
540473,21207,SKULL AND CROSSBONES  GARLAND ,3,2011-01-07 14:31:00,1.65,17284.0,United Kingdom,4.949999999999999,1,2011,Registered
540482,22066,LOVE HEART TRINKET POT,2,2011-01-07 15:48:00,1.45,14672.0,United Kingdom,2.9,1,2011,Registered
540482,21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,2,2011-01-07 15:48:00,5.45,14672.0,United Kingdom,10.9,1,2011,Registered
540489,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-01-07 16:32:00,8.5,13593.0,United Kingdom,17.0,1,2011,Registered
540496,20669,RED HEART LUGGAGE TAG,15,2011-01-07 17:18:00,1.25,15485.0,United Kingdom,18.75,1,2011,Registered
540515,22652,TRAVEL SEWING KIT,2,2011-01-09 11:54:00,1.65,15059.0,United Kingdom,3.3,1,2011,Registered
C540535,85023B,EAU DE NILE JEWELLED PHOTOFRAME,-1,2011-01-09 14:17:00,2.55,15005.0,United Kingdom,-2.55,1,2011,Registered
540536,21915,RED  HARMONICA IN BOX ,2,2011-01-09 14:21:00,1.25,17757.0,United Kingdom,2.5,1,2011,Registered
540538,22179,SET 10 LIGHTS NIGHT OWL,2,2011-01-09 14:36:00,6.75,17841.0,United Kingdom,13.5,1,2011,Registered
540550,21622,VINTAGE UNION JACK CUSHION COVER,4,2011-01-10 09:11:00,4.95,12539.0,Spain,19.8,1,2011,Registered
540550,22630,DOLLY GIRL LUNCH BOX,12,2011-01-10 09:11:00,1.95,12539.0,Spain,23.4,1,2011,Registered
540550,84637,KITCHEN FLOWER POTS WALL PLAQUE,3,2011-01-10 09:11:00,5.95,12539.0,Spain,17.85,1,2011,Registered
540551,22223,CAKE PLATE LOVEBIRD PINK,7,2011-01-10 09:43:00,4.21,,United Kingdom,29.47,1,2011,Registered
540551,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-01-10 09:43:00,11.02,,United Kingdom,11.02,1,2011,Registered
540551,22247,BUNNY DECORATION MAGIC GARDEN,9,2011-01-10 09:43:00,0.81,,United Kingdom,7.290000000000001,1,2011,Registered
540551,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,8,2011-01-10 09:43:00,8.47,,United Kingdom,67.76,1,2011,Registered
540551,85202,HANGING WOOD AND FELT HEART,7,2011-01-10 09:43:00,0.43,,United Kingdom,3.01,1,2011,Registered
540551,21617,4 LILY  BOTANICAL DINNER CANDLES,2,2011-01-10 09:43:00,2.51,,United Kingdom,5.02,1,2011,Registered
540551,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,3,2011-01-10 09:43:00,0.85,,United Kingdom,2.55,1,2011,Registered
540551,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-01-10 09:43:00,2.51,,United Kingdom,2.51,1,2011,Registered
540567,21179,NO JUNK MAIL METAL SIGN,12,2011-01-10 11:09:00,1.25,16850.0,United Kingdom,15.0,1,2011,Registered
540642,22631,CIRCUS PARADE LUNCH BOX ,12,2011-01-10 13:22:00,1.95,12681.0,France,23.4,1,2011,Registered
540646,22070,SMALL RED RETROSPOT MUG IN BOX ,11,2011-01-10 14:32:00,3.36,,United Kingdom,36.96,1,2011,Registered
540646,90040B,MURANO STYLE GLASS BRACELET BLACK,1,2011-01-10 14:32:00,3.81,,United Kingdom,3.81,1,2011,Registered
540646,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-01-10 14:32:00,11.02,,United Kingdom,11.02,1,2011,Registered
540646,22494,EMERGENCY FIRST AID TIN ,1,2011-01-10 14:32:00,2.51,,United Kingdom,2.51,1,2011,Registered
540647,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-10 14:57:00,1.25,17406.0,United Kingdom,15.0,1,2011,Registered
540672,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-01-10 15:51:00,3.75,15281.0,United Kingdom,15.0,1,2011,Registered
540681,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2011-01-10 16:25:00,2.51,,United Kingdom,2.51,1,2011,Registered
540683,84546,,-45,2011-01-10 17:00:00,0.0,,United Kingdom,-0.0,1,2011,Registered
540687,85049G,CHOCOLATE BOX RIBBONS ,2,2011-01-10 17:18:00,1.25,15867.0,United Kingdom,2.5,1,2011,Registered
540689,22469,HEART OF WICKER SMALL,1356,2011-01-11 08:43:00,1.93,17450.0,United Kingdom,2617.08,1,2011,Registered
540691,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-01-11 08:50:00,1.24,17450.0,United Kingdom,14.879999999999999,1,2011,Registered
540698,22844,VINTAGE CREAM DOG FOOD CONTAINER,16,2011-01-11 09:24:00,9.16,17450.0,United Kingdom,146.56,1,2011,Registered
540750,47504K,ENGLISH ROSE GARDEN SECATEURS,24,2011-01-11 10:26:00,0.85,16351.0,United Kingdom,20.4,1,2011,Registered
540777,22423,REGENCY CAKESTAND 3 TIER,5,2011-01-11 11:15:00,12.75,13144.0,United Kingdom,63.75,1,2011,Registered
540803,22194,BLACK DINER WALL CLOCK,2,2011-01-11 12:30:00,8.5,14669.0,United Kingdom,17.0,1,2011,Registered
540813,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-01-11 12:41:00,2.95,14669.0,United Kingdom,2.95,1,2011,Registered
540821,22026,BANQUET BIRTHDAY  CARD  ,1,2011-01-11 13:16:00,0.85,,United Kingdom,0.85,1,2011,Registered
540821,21618,4 WILDFLOWER BOTANICAL CANDLES,2,2011-01-11 13:16:00,2.51,,United Kingdom,5.02,1,2011,Registered
540821,16225,RATTLE SNAKE EGGS,3,2011-01-11 13:16:00,0.85,,United Kingdom,2.55,1,2011,Registered
540821,84509E,SET OF 4 CAROUSEL PLACEMATS ,3,2011-01-11 13:16:00,3.36,,United Kingdom,10.08,1,2011,Registered
540848,35646,VINTAGE BEAD PINK EVENING BAG,5,2011-01-12 09:26:00,2.51,,United Kingdom,12.549999999999999,1,2011,Registered
540848,90160B,RED BOUDICCA LARGE BRACELET,1,2011-01-12 09:26:00,7.22,,United Kingdom,7.22,1,2011,Registered
540848,21622,VINTAGE UNION JACK CUSHION COVER,2,2011-01-12 09:26:00,13.57,,United Kingdom,27.14,1,2011,Registered
540848,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,1,2011-01-12 09:26:00,1.66,,United Kingdom,1.66,1,2011,Registered
540848,84968A,SET OF 16 VINTAGE ROSE CUTLERY,4,2011-01-12 09:26:00,8.47,,United Kingdom,33.88,1,2011,Registered
540849,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-12 09:33:00,4.95,14270.0,United Kingdom,14.850000000000001,1,2011,Registered
540849,22501,PICNIC BASKET WICKER LARGE,2,2011-01-12 09:33:00,9.95,14270.0,United Kingdom,19.9,1,2011,Registered
540856,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-01-12 10:16:00,2.1,16655.0,United Kingdom,25.200000000000003,1,2011,Registered
C540937,POST,POSTAGE,-1,2011-01-12 12:09:00,7.06,14748.0,United Kingdom,-7.06,1,2011,Registered
540943,21810,CHRISTMAS HANGING STAR WITH BELL,4,2011-01-12 12:31:00,1.25,17841.0,United Kingdom,5.0,1,2011,Registered
540953,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-01-12 13:16:00,0.85,14587.0,United Kingdom,0.85,1,2011,Registered
540953,84884A,ANT WHITE WIRE HEART SPIRAL,1,2011-01-12 13:16:00,3.95,14587.0,United Kingdom,3.95,1,2011,Registered
540953,21900,"KEY FOB , SHED",1,2011-01-12 13:16:00,0.65,14587.0,United Kingdom,0.65,1,2011,Registered
540957,21238,RED RETROSPOT CUP,4,2011-01-12 13:30:00,0.85,15311.0,United Kingdom,3.4,1,2011,Registered
540957,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5,2011-01-12 13:30:00,3.75,15311.0,United Kingdom,18.75,1,2011,Registered
540971,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-01-12 14:10:00,2.1,12383.0,Belgium,12.600000000000001,1,2011,Registered
540976,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-01-12 15:00:00,4.95,12652.0,France,14.850000000000001,1,2011,Registered
540977,84356,POMPOM CURTAIN,2,2011-01-12 15:01:00,5.91,,United Kingdom,11.82,1,2011,Registered
540994,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-13 09:29:00,0.85,13089.0,United Kingdom,10.2,1,2011,Registered
540995,22294,HEART FILIGREE DOVE  SMALL,1,2011-01-13 09:30:00,2.46,,United Kingdom,2.46,1,2011,Registered
541002,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-01-13 10:33:00,5.45,12951.0,United Kingdom,16.35,1,2011,Registered
541018,22083,PAPER CHAIN KIT RETROSPOT,6,2011-01-13 12:03:00,2.95,14978.0,United Kingdom,17.700000000000003,1,2011,Registered
541021,22960,JAM MAKING SET WITH JARS,12,2011-01-13 12:03:00,3.75,13093.0,United Kingdom,45.0,1,2011,Registered
541094,22294,HEART FILIGREE DOVE  SMALL,6,2011-01-13 13:36:00,1.25,13246.0,United Kingdom,7.5,1,2011,Registered
541104,90158,ST TROPEZ NECKLACE,1,2011-01-13 14:29:00,4.98,,United Kingdom,4.98,1,2011,Registered
541110,21179,NO JUNK MAIL METAL SIGN,1,2011-01-13 15:11:00,1.25,15916.0,United Kingdom,1.25,1,2011,Registered
541112,15056N,EDWARDIAN PARASOL NATURAL,3,2011-01-13 15:17:00,5.95,18085.0,United Kingdom,17.85,1,2011,Registered
541113,22113,GREY HEART HOT WATER BOTTLE,3,2011-01-13 15:18:00,3.75,16775.0,United Kingdom,11.25,1,2011,Registered
541120,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-14 09:13:00,1.25,12490.0,France,15.0,1,2011,Registered
541132,21156,RETROSPOT CHILDRENS APRON,1,2011-01-14 10:17:00,4.13,,United Kingdom,4.13,1,2011,Registered
541132,20750,RED RETROSPOT MINI CASES,1,2011-01-14 10:17:00,16.63,,United Kingdom,16.63,1,2011,Registered
541133,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,120.88,,United Kingdom,120.88,1,2011,Registered
541138,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-01-14 10:42:00,0.65,12553.0,France,15.600000000000001,1,2011,Registered
541205,21067,VINTAGE RED TEATIME MUG,1,2011-01-14 12:23:00,1.25,18106.0,United Kingdom,1.25,1,2011,Registered
541206,22554,PLASTERS IN TIN WOODLAND ANIMALS,288,2011-01-14 12:24:00,1.45,14646.0,Netherlands,417.59999999999997,1,2011,Registered
541206,22378,WALL TIDY RETROSPOT ,20,2011-01-14 12:24:00,0.85,14646.0,Netherlands,17.0,1,2011,Registered
541214,22431,WATERING CAN BLUE ELEPHANT,6,2011-01-14 13:41:00,1.95,15570.0,United Kingdom,11.7,1,2011,Registered
541219,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-01-14 14:06:00,1.25,,United Kingdom,1.25,1,2011,Registered
541221,21484,CHICK GREY HOT WATER BOTTLE,1,2011-01-14 14:28:00,8.29,,United Kingdom,8.29,1,2011,Registered
541224,22669,RED BABY BUNTING ,5,2011-01-14 14:45:00,2.95,12474.0,Germany,14.75,1,2011,Registered
541238,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-01-16 10:42:00,2.95,16746.0,United Kingdom,2.95,1,2011,Registered
541253,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-01-16 13:51:00,2.1,17841.0,United Kingdom,2.1,1,2011,Registered
541263,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-01-16 16:10:00,2.95,16843.0,United Kingdom,17.700000000000003,1,2011,Registered
541265,21439,BASKET OF TOADSTOOLS,4,2011-01-16 16:23:00,1.25,17609.0,United Kingdom,5.0,1,2011,Registered
541265,22505,MEMO BOARD COTTAGE DESIGN,1,2011-01-16 16:23:00,4.95,17609.0,United Kingdom,4.95,1,2011,Registered
541268,22863,SOAP DISH BROCANTE,2,2011-01-17 10:52:00,2.95,12872.0,United Kingdom,5.9,1,2011,Registered
541268,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-01-17 10:52:00,2.1,12872.0,United Kingdom,4.2,1,2011,Registered
541269,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-01-17 11:01:00,0.85,12626.0,Germany,10.2,1,2011,Registered
541274,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-17 11:24:00,2.55,15696.0,United Kingdom,15.299999999999999,1,2011,Registered
541280,22971,QUEENS GUARD COFFEE MUG,6,2011-01-17 11:57:00,2.55,15296.0,United Kingdom,15.299999999999999,1,2011,Registered
541371,22551,PLASTERS IN TIN SPACEBOY,4,2011-01-17 14:51:00,1.65,13983.0,United Kingdom,6.6,1,2011,Registered
541370,22956,36 FOIL HEART CAKE CASES,6,2011-01-17 14:51:00,2.1,18179.0,United Kingdom,12.600000000000001,1,2011,Registered
541371,84988,SET OF 72 PINK HEART PAPER DOILIES,3,2011-01-17 14:51:00,1.45,13983.0,United Kingdom,4.35,1,2011,Registered
541406,22247,BUNNY DECORATION MAGIC GARDEN,3,2011-01-17 15:19:00,0.85,14657.0,United Kingdom,2.55,1,2011,Registered
541408,47566B,TEA TIME PARTY BUNTING,5,2011-01-17 15:42:00,4.65,15738.0,United Kingdom,23.25,1,2011,Registered
541413,22534,MAGIC DRAWING SLATE SPACEBOY ,4,2011-01-17 16:14:00,0.42,13859.0,United Kingdom,1.68,1,2011,Registered
541421,22620,4 TRADITIONAL SPINNING TOPS,1,2011-01-17 17:44:00,2.46,,United Kingdom,2.46,1,2011,Registered
541421,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1,2011-01-17 17:44:00,2.08,,United Kingdom,2.08,1,2011,Registered
541421,20973,12 PENCIL SMALL TUBE WOODLAND,15,2011-01-17 17:44:00,1.25,,United Kingdom,18.75,1,2011,Registered
541421,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-01-17 17:44:00,9.13,,United Kingdom,9.13,1,2011,Registered
541422,22481,BLACK TEA TOWEL CLASSIC DESIGN,2,2011-01-17 17:48:00,0.83,,United Kingdom,1.66,1,2011,Registered
541422,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,7,2011-01-17 17:48:00,8.29,,United Kingdom,58.029999999999994,1,2011,Registered
541423,21314,SMALL GLASS HEART TRINKET POT,1,2011-01-17 17:54:00,4.13,,United Kingdom,4.13,1,2011,Registered
541423,21889,WOODEN BOX OF DOMINOES,1,2011-01-17 17:54:00,2.46,,United Kingdom,2.46,1,2011,Registered
541423,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2011-01-17 17:54:00,5.79,,United Kingdom,5.79,1,2011,Registered
541424,20856,DENIM PATCH PURSE PINK BUTTERFLY,3,2011-01-17 17:57:00,1.63,,United Kingdom,4.89,1,2011,Registered
541424,22317,FIVE CATS HANGING DECORATION,1,2011-01-17 17:57:00,2.46,,United Kingdom,2.46,1,2011,Registered
541424,22365,DOORMAT RESPECTABLE HOUSE,3,2011-01-17 17:57:00,14.13,,United Kingdom,42.39,1,2011,Registered
541473,21902,"KEY FOB , FRONT  DOOR ",24,2011-01-18 11:30:00,0.65,17491.0,United Kingdom,15.600000000000001,1,2011,Registered
541474,85099B,JUMBO BAG RED RETROSPOT,50,2011-01-18 11:51:00,1.95,16997.0,United Kingdom,97.5,1,2011,Registered
541479,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2011-01-18 11:54:00,0.64,16422.0,United Kingdom,61.44,1,2011,Registered
541485,21327,SKULLS WRITING SET ,1,2011-01-18 13:05:00,1.65,18118.0,United Kingdom,1.65,1,2011,Registered
541493,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-01-18 14:29:00,12.46,,United Kingdom,12.46,1,2011,Registered
541496,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-01-18 15:00:00,4.96,,United Kingdom,9.92,1,2011,Registered
541497,85034C,3 ROSE MORRIS BOXED CANDLES,5,2011-01-18 15:19:00,3.29,,United Kingdom,16.45,1,2011,Registered
541497,22960,JAM MAKING SET WITH JARS,1,2011-01-18 15:19:00,8.29,,United Kingdom,8.29,1,2011,Registered
541511,35095A,BLUE VICTORIAN FABRIC OVAL BOX,1,2011-01-18 16:45:00,0.42,17576.0,United Kingdom,0.42,1,2011,Registered
541516,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2011-01-18 17:34:00,8.33,,United Kingdom,8.33,1,2011,Registered
541518,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-01-19 09:05:00,0.85,12451.0,Switzerland,8.5,1,2011,Registered
541524,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-19 10:49:00,2.55,17091.0,United Kingdom,15.299999999999999,1,2011,Registered
541584,48138,DOORMAT UNION FLAG,1,2011-01-19 14:12:00,16.63,,United Kingdom,16.63,1,2011,Registered
541588,10135,COLOURING PENCILS BROWN TUBE,10,2011-01-19 14:43:00,1.25,14307.0,United Kingdom,12.5,1,2011,Registered
541592,21847,GREEN  DIAMANTE PEN IN GIFT BOX,1,2011-01-19 15:08:00,1.63,,United Kingdom,1.63,1,2011,Registered
541592,84313B,BLUE TV TRAY TABLE ,3,2011-01-19 15:08:00,5.79,,United Kingdom,17.37,1,2011,Registered
541592,21043,APRON MODERN VINTAGE COTTON,2,2011-01-19 15:08:00,4.13,,United Kingdom,8.26,1,2011,Registered
541596,22268,EASTER DECORATION SITTING BUNNY,10,2011-01-19 16:18:00,0.85,17602.0,United Kingdom,8.5,1,2011,Registered
541596,35920,FOUR RABBIT EASTER DECORATIONS,10,2011-01-19 16:18:00,1.25,17602.0,United Kingdom,12.5,1,2011,Registered
541631,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-20 10:48:00,0.42,12637.0,France,5.04,1,2011,Registered
541631,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-01-20 10:48:00,1.65,12637.0,France,19.799999999999997,1,2011,Registered
